priority,index,name,namespace,tier,dev_calls_biased,schema_bytes,description,rationale
2,88,wpe_fleet_versions,wpe,1,0,944,Get WordPress core and PHP version data for WP Engine installs from the locally-synced cache — no live CAPI call needed. Use for fast fleet version audits without API rate limits. Synced data may be up to the configured sync interval old — use nexus_list_sites or wpe_get_install for live data.Returns results instantly from the local graph — no API calls per install. Run after wpe_portfolio_usage to get versions for high-traffic installs without making individual wpe_get_install calls. Optionally filter to specific install names with install_names.,
2,89,wpe_detect_drift,wpe,1,0,990,"Detect configuration drift between local development sites and their linked WP Engine production environments. Compares plugin versions, WP core version, and PHP version between the local copy and the live install. Use before pushing local changes to production to identify unexpected differences. Shows which environment is ahead for each dimension.Shows WP version drift and plugin differences (version mismatches, plugins only on one side). Reads from the local graph — no live API calls required. Run `wpe_sync_sites` to refresh WP Engine install metadata (installs, WordPress and PHP versions, plugins, users) from the WP Engine API and SSH. first, so the WPE side is current.",
2,90,wpe_wait_for_ssh,wpe,1,0,719,"Wait until a WP Engine install is actually ready for SSH/push operations. CAPI status=""active"" is NOT sufficient — SSH infrastructure needs additional warmup. This tool probes the install via SSH every 30 seconds and returns only when SSH succeeds. Use this after wpe_create_install before any push or WP-CLI operation. Typically succeeds within 3–8 minutes of install creation.",
1,91,wpe_get_sites,wpe,1,2,396,"List all WP Engine sites across all accounts — a site is a container that holds one or more installs (production/staging/development). Returns site name, ID, and account association. Use wpe_get_installs to list the individual environments within a site. For a combined local+WPE view, use nexus_list_sites.",WPE inventory
3,92,wpe_get_site,wpe,1,0,439,"Get details for a single WP Engine site — name, ID, account, and its installs. A site is a container; individual environments (production, staging, development) are installs. Use wpe_get_installs to list all installs for a site, or wpe_get_install for a specific one.",account admin reads; quarterly cadence (JTBD 11)
4,93,wpe_create_site,wpe,3,3,624,Create a new WP Engine site container. Always follow immediately with wpe_create_install to add an environment — a site with no installs has no hosting capacity. Requires account_id from wpe_get_accounts.,"destructive/provisioning write; rare, human-led"
3,94,wpe_update_site,wpe,2,0,388,Rename a WP Engine site. Only the site name can be changed — not the account or installs it contains. Use wpe_get_sites to find the site_id if unknown.,
4,95,wpe_delete_site,wpe,3,0,836,"Tier 3 (destructive) — permanently delete a WP Engine site and ALL its installs (production, staging, development). This is irreversible. Create backups for all installs first with wpe_create_backup before proceeding. Requires confirmation token: call once to see the list of installs that will be deleted, then call again with _confirmationToken to proceed. Use wpe_delete_install to remove a single environment without deleting the site.",
4,96,wpe_create_install,wpe,3,5,1054,"Create a new WP Engine install (environment) within an existing site. Environment types: production, staging, or development. Each site can have one of each. Requires an existing site_id from wpe_create_site. After creation the install takes a few minutes to provision.","destructive/provisioning write; rare, human-led"
3,97,wpe_update_install,wpe,2,0,670,Update a WP Engine install — can change PHP version or environment type. PHP version changes take effect immediately after a server restart. Match PHP version to your local site (local_change_php_version) to avoid environment drift. Use wpe_get_install to confirm current settings before updating.,
4,98,wpe_delete_install,wpe,3,0,853,Tier 3 (destructive) — permanently delete a WP Engine install (single environment). Always create a backup first with wpe_backup_and_verify or wpe_create_backup. Requires confirmation token AND the install name must be provided exactly as confirm_install_name. This removes the environment and all its content — it does NOT delete the parent site or other installs. Use wpe_delete_site to remove an entire site with all its environments.,
1,99,wpe_get_backup,wpe,1,0,495,"Get the status of a WP Engine backup by backup_id. Returns status (pending/running/complete/failed), started/completed timestamps, and size. Use after wpe_create_backup to poll completion. For a blocking wait, use wpe_backup_and_verify instead.",restore-readiness read
3,100,wpe_refresh_install_disk_usage,wpe,2,0,477,Trigger a fresh disk usage calculation for a WP Engine install. WPE disk usage data can be up to an hour stale — use this to get current numbers after large file operations. Calculation runs asynchronously; check wpe_get_install_usage for the updated values after a few minutes.,account admin reads; quarterly cadence (JTBD 11)
3,101,wpe_refresh_account_disk_usage,wpe,2,0,440,Trigger a disk usage recalculation for all installs in a WP Engine account. Refreshes storage metrics that may be up to an hour stale. Use before checking account limits (wpe_get_account_limits) after large deployments or content migrations.,account admin reads; quarterly cadence (JTBD 11)
3,102,wpe_get_domains,wpe,1,6,481,"List all domains associated with a WP Engine install — including primary domain, additional domains, DNS propagation status, and SSL coverage. Use after wpe_create_domain to verify DNS status, or before go-live to audit domain configuration. For SSL-specific details, use wpe_get_ssl_certificates.",account admin reads; quarterly cadence (JTBD 11)
3,103,wpe_get_domain,wpe,1,0,518,"Get details for a specific domain on a WP Engine install — DNS status, SSL status, primary flag, and redirect configuration. Use wpe_get_domains to find the domain_id. After adding a domain, use wpe_check_domain_status to verify DNS propagation before requesting SSL.",account admin reads; quarterly cadence (JTBD 11)
4,104,wpe_create_domain,wpe,3,0,583,"Add a custom domain to a WP Engine install. After adding: (1) point DNS to WPE nameservers or A record at the registrar, (2) use wpe_check_domain_status to verify DNS has propagated, (3) use wpe_request_ssl_certificate to provision HTTPS. For a full guided go-live flow, use wpe_prepare_go_live instead.","destructive/provisioning write; rare, human-led"
4,105,wpe_create_domains_bulk,wpe,3,0,588,"Add multiple custom domains to a WP Engine install in a single API call. More efficient than calling wpe_create_domain repeatedly when adding many domains. After adding: configure DNS for each domain, verify with wpe_check_domain_status, then request SSL with wpe_request_ssl_certificate.","destructive/provisioning write; rare, human-led"
3,106,wpe_update_domain,wpe,2,0,708,"Update a domain on a WP Engine install — set it as the primary domain, configure a redirect to another domain, or enable/disable HTTPS enforcement. Use to change the primary domain or set up www → non-www (or vice versa) redirects. Use wpe_get_domains to find the domain_id before updating.",
4,107,wpe_delete_domain,wpe,3,0,672,Tier 3 (destructive) — remove a custom domain from a WP Engine install. Live traffic to this domain will immediately stop resolving to WPE after removal. Cannot remove the primary domain — use wpe_update_domain to set a different primary first. Requires confirmation token. Use wpe_get_domains to find the domain_id.,
2,108,wpe_check_domain_status,wpe,1,0,626,"Check whether a domain DNS has propagated and is resolving correctly for a WP Engine install. Use after wpe_create_domain and after updating DNS records at the registrar. DNS propagation typically takes minutes to hours — poll this every few minutes until status is active. Once DNS is confirmed, proceed with wpe_request_ssl_certificate to provision HTTPS.",
2,109,wpe_get_domain_status_report,wpe,1,0,595,"Get a detailed DNS resolution report for a domain — shows NS records, A records, CNAME resolution, and propagation status across multiple DNS resolvers. Use when wpe_check_domain_status shows issues, to get more detail on what DNS records are resolving. Requires both the domain_id and an existing report_id from a previous check.",
2,110,wpe_get_ssl_certificates,wpe,1,0,502,"List all SSL certificates for a WP Engine install — type (Lets Encrypt or custom), expiry dates, covered domains, and status. Use to audit certificate health, identify expiring certs, or confirm HTTPS is active after wpe_request_ssl_certificate. For a specific domain cert, use wpe_get_domain_ssl_certificate.",
3,111,wpe_get_domain_ssl_certificate,wpe,1,0,494,"Get SSL certificate details for a specific domain — issuer, expiry date, coverage, and status. Use to confirm HTTPS is configured after wpe_request_ssl_certificate, or to check expiry. Use wpe_get_domains to find the domain_id.",account admin reads; quarterly cadence (JTBD 11)
4,112,wpe_request_ssl_certificate,wpe,3,0,806,Request a Let's Encrypt SSL certificate for domains on a WP Engine install. PREREQUISITES: (1) domains must be added via wpe_create_domain; (2) DNS must be resolving to WPE — verify with wpe_check_domain_status. Certificate provisioning typically takes 1–5 minutes. Use wpe_get_ssl_certificates to confirm the certificate is active after requesting.'s Encrypt certificate. Domains must already be added to the install and DNS must be resolving.,"destructive/provisioning write; rare, human-led"
4,113,wpe_import_ssl_certificate,wpe,3,0,783,"Import a custom SSL certificate (e.g. extended validation or wildcard cert) for a WP Engine install. Accepts PEM-encoded certificate chain and private key. Use when you need a specific CA or certificate type that Lets Encrypt cannot provide. For standard HTTPS, use wpe_request_ssl_certificate (free, automatic) instead.","destructive/provisioning write; rare, human-led"
3,114,wpe_get_ssh_keys,wpe,1,1,304,List all SSH public keys associated with the authenticated WP Engine user. These keys enable SSH/SFTP access to WPE environments. Use to audit registered keys or find the ssh_key_id needed for wpe_delete_ssh_key.,account admin reads; quarterly cadence (JTBD 11)
4,115,wpe_create_ssh_key,wpe,3,0,655,"Add an SSH public key to the authenticated WP Engine account. Once added, the corresponding private key can be used for SSH/SFTP access to all installs on the account. Provide the full public key string (e.g. contents of ~/.ssh/id_ed25519.pub). Use wpe_get_ssh_keys to verify the key was added successfully.",
4,116,wpe_delete_ssh_key,wpe,3,0,523,"Tier 3 (destructive) — remove an SSH key from the authenticated WP Engine account. After removal, the corresponding private key can no longer be used for SSH/SFTP access. Requires confirmation token. Use wpe_get_ssh_keys to find the ssh_key_id.",
3,117,wpe_get_current_user,wpe,1,0,364,"Get the profile of the currently authenticated WP Engine user — name, email, and associated accounts. Use to confirm which account is active after wpe_login, or to get the user email for creating SSH keys. Use wpe_status to check whether authentication is still valid.",account admin reads; quarterly cadence (JTBD 11)
4,118,wpe_get_offload_settings,wpe,1,0,418,"Get LargeFS (WPE offload media storage) configuration for a WP Engine install. Returns whether offload is enabled, the storage bucket, and connection settings. Use wpe_get_largefs_validation to check for configuration issues.",
4,119,wpe_update_offload_settings,wpe,3,0,533,"Update LargeFS (WPE offload media storage) configuration for a WP Engine install. Use to enable/disable offload storage or update connection settings. After updating, use wpe_get_largefs_validation to verify the configuration is valid.",
4,120,wpe_get_largefs_validation,wpe,1,0,482,"Validate LargeFS (WPE offload storage) configuration for a WP Engine install. Returns any misconfigurations, missing permissions, or connection errors. Run after wpe_update_offload_settings to confirm the new settings work correctly. Resolve issues before enabling offload in production.",
2,121,wpe_promote_environment,wpe,3,0,1194,"Tier 3 (destructive) — copy one WP Engine install to another (typically staging → production). Overwrites the destination install completely — ensure a recent backup exists via wpe_backup_and_verify. Run wpe_environment_diff beforehand to confirm staging is ready. Requires confirmation token. After promoting, purge the cache on the destination with wpe_purge_cache and verify with wpe_diagnose_site.Tier 3 — requires confirmation. Always verify the destination has a recent backup before promoting.",
1,122,wpe_backup_and_verify,wpe,2,0,655,Create a WP Engine backup and block until it is confirmed complete. Wraps wpe_create_backup + polling wpe_get_backup into a single call. Use this before wpe_promote_environment or wpe_delete_install so you have a verified restore point. Typically takes 2–10 minutes. Returns the completed backup details. More reliable than wpe_create_backup alone since it confirms the backup succeeded.,backup + verification — exactly what checklists demand
2,123,wpe_account_overview,wpe,1,0,568,"Get a comprehensive overview of a WP Engine account — total installs by environment type, plan info, top-level health indicators, and recent activity. Use as an account-level dashboard before diving into specific installs. For the full fleet portfolio, use wpe_portfolio_overview.WP/PHP versions, and recent activity. Use this for ""what does this account look like?"" questions.",
2,124,wpe_installs_by_account,wpe,1,1,457,"List all WP Engine installs grouped by account — shows install name, environment type, and primary domain for each install across all accounts. More structured than wpe_get_installs when working across multiple accounts. Use for fleet-wide inventory or when the user asks to show all their WPE sites.Useful for fleet overview when you have multiple accounts.",
3,125,wpe_account_domains,wpe,1,0,469,"List all custom domains across every install in a WP Engine account, grouped by install. Use for a complete domain inventory, identifying unused domains, or auditing primary domain configuration across the fleet.Useful for domain inventory and finding where domains are configured.",
2,126,wpe_account_ssl_status,wpe,1,0,534,"Check SSL certificate status across all installs in a WP Engine account — identifies installs with missing, expiring, or expired certificates. Use for security audits or before go-live to confirm HTTPS is active everywhere. For a specific install SSL details, use wpe_get_ssl_certificates.Highlights expiring, expired, or missing certificates.",
2,127,wpe_user_audit,wpe,1,0,573,"Audit all WP Engine portal users across all accounts — who has access, their role (full/billing/partial), and which installs partial-role users can access. Use for security reviews, before offboarding staff, or to identify over-privileged accounts. For a single account users, use wpe_get_account_users.Highlights users with elevated permissions or access to multiple accounts.",
1,128,wpe_fleet_health,wpe,1,0,515,"Get a health overview of all WP Engine installs — traffic tiers, WP/PHP version distribution, SSL coverage, and disk usage summary. Useful for fleet-wide audits: identifying installs on old PHP, missing SSL, or high disk usage. For a deeper per-install diagnostic, use wpe_diagnose_site.Flags installs that need attention.",fleet health rollup
2,129,wpe_diagnose_site,wpe,1,0,602,"Run a comprehensive diagnostic on a WP Engine install — checks domain configuration, SSL status, cache health, PHP version, and common misconfigurations. Use when a site is behaving unexpectedly, after domain changes, or as part of a pre-launch checklist. Returns actionable findings with recommended next steps. For fleet-wide health, use wpe_fleet_health.recent backup, and disk usage. Returns actionable findings.",
2,130,wpe_go_live_checklist,wpe,1,0,620,"Read-only diagnostic: check whether a WP Engine install is ready to go live with a specific domain. Verifies domain configuration, DNS propagation, SSL status, and common go-live blockers. Does NOT make changes — use wpe_prepare_go_live to take action on any issues found.Read-only diagnostic — use wpe_prepare_go_live to take action.",
2,131,wpe_prepare_go_live,wpe,2,0,918,"Automated go-live preparation for a WP Engine install — adds the domain, sets it as primary, optionally configures www redirect, requests SSL certificate, and purges cache. Tier 2 (modifying) — confirms the intended changes before proceeding. Prerequisites: DNS must be pointing to WPE. Run wpe_go_live_checklist first to verify readiness. After completion, use wpe_diagnose_site to confirm everything is working.optionally adds www redirect, requests SSL, and purges cache. Tier 2 (modifying).",
2,132,wpe_environment_diff,wpe,1,0,648,"Compare two WP Engine installs side by side — WP core version, PHP version, primary domain, environment type, and install settings. Use before promoting staging to production (wpe_promote_environment) to confirm environments are in sync. For file-level diff between local and WPE, use local_get_site_changes.Useful for understanding what differs between staging and production.",
2,133,wpe_portfolio_overview,wpe,1,0,631,"Get an executive summary of the entire WP Engine portfolio — all accounts, total install count, environment distribution (production/staging/development), and top-level health indicators. Use for leadership reporting or a quick top-level view before drilling into specific accounts. For per-account detail, use wpe_account_overview.traffic totals, version distribution. The highest-level fleet summary available.",
4,134,wpe_add_user_to_accounts,wpe,3,0,971,"Add a user to multiple WP Engine accounts in one call — useful for agency workflows where a user needs access across many accounts. The user receives an invitation email. Role options: full, billing, or partial (partial requires install_ids). Requires confirmation token for Tier 3 accounts. Use wpe_create_account_user for adding to a single account.Creates the user on each account with the specified role.",
2,135,wpe_site_deep_refresh,wpe,2,80,601,"Deep-refresh a WP Engine site's digital twin via SSH WP-CLI. Fetches plugins (with active/inactive status), themes, WordPress version, site URL, admin email, active theme, and post count. Persists results to the graph so future queries return fresh data. Requires SSH key to be configured in Local. Use when the WPE site's cached data is stale or missing.",
2,136,wpe_sync_sites,wpe,2,24,1277,"Refresh the local knowledge graph's WP Engine data. By default syncs METADATA fleet-wide: discovers installs from the WP Engine API and collects WordPress/PHP versions, plugins and users over SSH. This is what to run when a WPE install is missing from the graph entirely, or when a tool reports its data as stale. Pass content: true to also index the installs' posts and pages for semantic search — that mode refreshes metadata too, but is much slower because it generates embeddings. Pass install_name to work on one install instead of the whole fleet; prefer this for content: true, which can take a long time across a large account. Fleet metadata sync skips installs already synced within the freshness threshold — a run reporting mostly ""skipped"" means the data was already current, not that it failed.",
2,137,nexus_site_audit,nexus,2,19,547,"Comprehensive single-call audit of a local WordPress site — WP core version (with update availability), all plugins (version + update status), themes, and site health diagnostics. More efficient than calling wp_core_version + wp_plugin_list + wp_site_health separately. LOCAL SITES ONLY — for remote WPE installs, use wp_plugin_list with install_name= + wp_core_version.",
1,138,nexus_plugin_audit,nexus,1,12,410,"Fleet-wide plugin audit across all local sites — lists installed plugins with current and latest versions, available updates. Works even when sites are halted by using cached data (SiteMetadataCache) + WordPress.org API for update checks. Data freshness is reported per site. Running sites get real-time WP-CLI data.",update/vuln audit rollup
2,139,fleet_database_health,fleet,1,0,273,Scan all running local sites for database health issues. Returns a ranked list sorted by health score (worst first). Useful for identifying which sites need the most attention.,
2,140,scan_database_health,db-scanner,1,1,629,"Scan a local WordPress site database for bloat and health issues — post revisions, auto-drafts, trashed items, expired transients, orphaned postmeta, plugin leftover tables, and autoload bloat. Returns a structured health report with a score (0-100) and per-category breakdown. LOCAL SITES ONLY — site must be running. Use get_database_recommendations for actionable WP-CLI commands to fix issues found, and clean_database_items to execute cleanup.",
2,141,get_database_recommendations,db-scanner,1,1,528,"Return actionable recommendations for database issues found by scan_database_health — formatted as markdown with specific WP-CLI commands to fix each issue. Run scan_database_health first to get the issue report, then call this for the fix commands. Use clean_database_items to execute the cleanup directly without running WP-CLI manually.",
3,142,clean_database_items,db-scanner,3,1,1018,"Delete database bloat items from a local WordPress site — post revisions, auto-drafts, trashed posts, expired transients, orphaned postmeta, and plugin leftover tables. Defaults to dry_run=true (preview only, no changes made) — always run in dry-run first to confirm counts. Set dry_run=false to apply cleanup. LOCAL SITES ONLY — site must be running. Run scan_database_health first to identify what needs cleaning.",
3,143,scan_site_files,other,1,47,1325,"Byte-level scan of a local WordPress site — reads files and its mysqldump directly, executes no PHP, and does NOT require the site to be running. Always detects unexpected PHP in mu-plugins. With deep=true, also covers obfuscation chains, unexpected web-root/uploads PHP, ELF binaries, suspicious plugin filenames, anti-forensics timestamp manipulation, .htaccess/.user.ini/php.ini directives, and — reading app/sql/local.sql when the site is halted and the dump is fresh — injected post content, suspicious autoloaded options, serialized objects in admin usermeta, and spam comments. Prefer this over wp_eval-based checks: WP-CLI --skip-plugins does not skip mu-plugins, so an eval-based check executes the very code it is looking for. Reports what it did NOT examine alongside what it did — a clean result is never evidence that a site is uncompromised.",
2,144,wp_setup_ai,wp-cli,2,77,919,"Set up a WordPress site for AI features — installs the WordPress AI Experiments plugin (requires WP 7.0+), activates AI experiments, syncs API credentials, and installs the configured provider plugin or Local Gateway plugin. Run once per site after initial Local setup. The site must be running. Use nexus_get_site_ai_config to check current AI configuration. Use nexus_switch_provider to change providers after initial setup.installs provider plugins (WP 7.0+), enables all experiments, syncs API keys, and optionally enables ACF abilities. Local-only.",
3,145,wp_sync_ai_credentials,wp-cli,2,16,797,"Sync AI provider API keys from Local secure storage to a WordPress site database. Run after adding or changing an API key in Nexus AI Preferences to push the new key to the WordPress Connector Screen. The site must be running. Not needed for Local Gateway sites — gateway credentials are managed by Local, not stored in WordPress.",
2,146,wp_list_abilities,wp-cli,1,2,883,"Discover all registered WordPress Abilities on a site — title generation, summarization, alt text generation, etc. Abilities are the AI-powered writing tools in the WordPress block editor. Returns ability name, description, and input parameters. Use wp_run_ability to execute a specific ability. The site must be running and have AI set up via wp_setup_ai.Abilities are machine-readable capabilities registered by plugins (e.g., ACF, Jetpack) and WordPress core via the Abilities API (WP 6.9+). Returns ability names, descriptions, categories, and input/output schemas. Local-only (not remote).",
2,147,wp_run_ability,wp-cli,2,0,1018,"Execute a WordPress Ability (AI writing feature) on a site — generate a title, summary, excerpt, or alt text for a post or image. Use wp_list_abilities first to see available abilities and their required parameters. The site must be running, have AI set up via wp_setup_ai, and have a working API key or Local Gateway configured.Abilities are registered by plugins (ACF, Jetpack, etc.) and WordPress core via the Abilities API (WP 6.9+). Use `wp_list_abilities` first to discover available abilities and their input schemas. Local-only (not remote).",
3,148,nexus_get_site_ai_config,nexus,1,0,570,"Get the AI configuration stored for a specific site — provider (anthropic/openai/google/ollama/local-gateway), configured model, whether the Local Gateway is enabled, and when it was last configured. Use to confirm a site is set up correctly before running AI abilities, or to check which provider a site uses before switching.Returns null if the site has not been configured with Setup AI.",
3,149,nexus_switch_provider,nexus,2,0,860,"Switch the AI provider for an already-configured WordPress site — swaps the provider plugin, syncs new API credentials, and updates the site AI config. The site must be running and already set up via wp_setup_ai. Use nexus_get_site_ai_config to see the current provider before switching. When the Local Gateway is enabled, switching provider updates the gateway routing — the WordPress plugin stays the same.Deactivates the old provider plugin, installs/activates the new one, and syncs the new provider's credentials. Local-only.",
3,150,nexus_sync_credentials,nexus,2,0,507,Sync AI credentials from Local to a specific WordPress site — pushes the configured provider API key to the site WordPress database. Use after wp_setup_ai or when API credentials change. Equivalent to clicking Sync Credentials in the site info panel. Not needed for Local Gateway sites — gateway auth is handled by Local.,
3,151,get_event_endpoint_info,other,1,15,375,"Get connection details for the WordPress event webhook endpoint — URL, port, and authentication token. Used internally by the nexus-ai-connector WordPress plugin to send events to Local. Use when debugging event tracking issues or configuring a site connector plugin manually.",
3,152,get_event_processor_stats,other,1,107,398,"Get event processor statistics — total events received, pending queue size, processed count, and failed event count. Use to monitor the health of the WordPress event tracking pipeline. A large pending queue or failed count indicates the connector plugin may not be working correctly on some sites.",
3,153,get_graph_content,graph,1,68,529,"Get a specific piece of content from the knowledge graph by site name and WordPress post ID. Returns the stored content data including title, content excerpt, metadata, and last indexed timestamp. Use to inspect what the knowledge graph knows about a specific post, or to debug indexing issues.",
3,154,list_graph_content,graph,1,10,521,"List all content indexed in the knowledge graph for a specific site — posts, pages, and custom post types. Returns title, post type, and last indexed timestamp for each item. Use to audit what has been indexed, or to find post IDs for get_graph_content lookups.",
3,155,get_graph_plugin,graph,1,21,442,"Get plugin metadata stored in the knowledge graph for a specific site and plugin slug. Returns version, active status, and last indexed data. Use to check what the knowledge graph knows about a specific plugin on a site.",
3,156,list_graph_plugins,graph,1,7,509,"List all plugins stored in the knowledge graph for a specific site — slug, version, and active status. Filter to active plugins only with active_only=true. Use to audit plugin data in the graph, or to compare against live plugin state from wp_plugin_list.",
3,157,get_graph_stats,graph,1,28,383,"Get knowledge graph statistics — total content items, plugin count, and last updated timestamp. Omit site to get global stats across all sites. Use to monitor graph health or confirm a site has been indexed.",
1,158,fleet_health_summary,fleet,1,1,529,"Get health scores for all indexed LOCAL sites — per-site score (0-100), top issues, and fleet average. Scores are computed from database health, index freshness, and plugin/core currency. LOCAL SITES ONLY. Use to identify which sites need the most attention. For a specific site breakdown, use get_site_health. For database-specific health, use scan_database_health.",daily health loop (JTBD 5)
1,159,get_site_health,fleet,1,3,702,"Get a detailed health breakdown for a specific indexed site — overall score (0–100), per-dimension scores (database, index freshness, plugin currency), and actionable recommendations. Use after fleet_health_summary to drill into a site flagged with a low score. For database-specific details and cleanup commands, use scan_database_health.with factor scores (security, performance, maintenance, activity, stability), issues found, and recommendations.",per-site health
1,160,fleet_search,fleet,1,0,1038,"Search across all INDEXED LOCAL sites for content, plugins, themes, and users in a single query. LOCAL SITES ONLY — does not search WPE installs (use search_site_content with install_name= for WPE). Accepts natural language queries — semantic search understands meaning, not just keywords. Use when you need to find something across local sites without knowing which site has it. Uses semantic search (vector similarity) combined with metadata matching.",bulk admin (JTBD 6)
1,161,fleet_filter,fleet,1,0,750,"Filter the fleet by specific criteria — PHP version, WordPress version, active plugins, themes, or health score range. Returns matching sites with their details. Use to identify subsets of the fleet for targeted operations (e.g. all sites on PHP 7.4, all sites with WooCommerce active).Available filters: security-updates, outdated-php, no-ssl, not-indexed, large-db, low-disk, no-events, low-health.",bulk admin (JTBD 6)
2,162,bulk_reindex,fleet,2,7,924,"Reindex multiple sites at once — queues a bulk reindex that processes sites in parallel. ASYNC: returns immediately. Each site is indexed independently; check individual site status with get_index_status. Use when sites have stale indexes after bulk content migrations or when search results are outdated. For a single site, use reindex_site.sites concurrently (max 3 at a time). Returns an operation ID to track progress.",fleet-wide index plumbing
1,163,bulk_plugin_update,fleet,2,0,853,"Update a specific plugin across multiple running sites in one call. DESTRUCTIVE: updates are applied immediately to live sites — not reversible without restoring backups. Only runs on currently running sites — start halted sites first with local_start_site. Run nexus_plugin_audit first to see which sites need the update. For a single site, use wp_plugin_update.that modifies site files — requires confirmation. Processes sites concurrently (max 3).",cross-fleet update — the exact 45%-still-manual pain
3,164,list_site_groups,fleet,1,0,463,"List all site groups — named collections used to organize sites for bulk operations or reporting. Returns group name, description, and member site list. Use manage_site_group to create, rename, delete groups, or add/remove sites.(e.g., ""Sites"", ""Starred""). Shows group name, site count, and member sites.",
3,165,manage_site_group,fleet,2,0,800,"Create, rename, or delete a site group, or add/remove sites from a group. Groups are used to organize the fleet for bulk operations and reporting. Use list_site_groups to see existing groups before creating duplicates.",
2,166,nexus_fleet_summary,fleet,1,0,510,"Get a summary of LOCAL sites from cached twin data: WordPress and PHP version distribution, twin completeness breakdown (none/filesystem/metadata/indexed), recent post activity, and stale site count. LOCAL SITES ONLY — does not include WP Engine installs. For WPE installs, use wpe_fleet_versions or fleet_sql. No live calls — instant response from cache.",
2,167,nexus_fleet_plugins,fleet,1,1,622,List all plugins across the FULL fleet (local + remote) aggregated from twin cache and graph.db. Shows how many sites each plugin is active on across both local and remote environments. Filter with search= (partial name match) or min_sites= (minimum active site count).,
1,168,fleet_sql,fleet,1,37798,3871,"Execute a read-only SELECT query against the Nexus graph database (graph.db). Use for fleet-wide aggregations: post counts, user counts, plugin inventory, version distribution, and site activity that cannot be answered by other fleet tools.  Schema:   sites(id, name, source, environment, wp_version, php_version, post_count, post_count_by_type,         user_count, user_count_by_role, last_post_at, last_active_session,         site_url, admin_email, active_theme, is_active, ssh_last_sync_at,         settings_json)   sites.environment = ""production"" | ""staging"" | ""development"" — only set for WPE sites (source=""wpe""), NULL for local sites   plugins(id, site_id, slug, name, version, is_active)   content(id, site_id, post_id, post_type, title, status, updated_at)   users(id, site_id, user_id, username, email, roles, created_at, updated_at)  IMPORTANT column names — use exactly these, not alternatives:   users.username  (NOT user_login)    users.email  (NOT user_email)   users.roles     (NOT role) — JSON array stored as text: [""administrator""]   sites.post_count = WordPress post objects (NOT vector index chunks)   sites.post_count_by_type = JSON text: {""post"":N,""page"":N,...}   sites.user_count_by_role = JSON text: {""administrator"":N,""editor"":N,...}   sites.settings_json = JSON text with WordPress site settings — use json_extract() to query  WordPress settings queries — ALWAYS use fleet_sql for these, never wp_option_get in a loop:   Sites blocking search engines:  SELECT name FROM sites WHERE json_extract(settings_json, '$.blog_public') = '0'   Sites open to search engines:   SELECT name FROM sites WHERE json_extract(settings_json, '$.blog_public') = '1'   Sites with comments disabled:   SELECT name FROM sites WHERE json_extract(settings_json, '$.default_comment_status') = 'closed'   Sites with open registration:   SELECT name FROM sites WHERE json_extract(settings_json, '$.users_can_register') = '1'   Sites with static front page:   SELECT name FROM sites WHERE json_extract(settings_json, '$.show_on_front') = 'page'   Sites with plain permalinks:    SELECT name FROM sites WHERE json_extract(settings_json, '$.permalink_structure') = ''   NOTE: sites with settings_json IS NULL have not been scanned — exclude from negative queries too.  Timestamp columns — last_post_at, ssh_last_sync_at, last_active_session, last_sync_at are Unix epoch integers (NOT date strings).   CORRECT: WHERE last_post_at >= CAST(strftime('%s', 'now', '-30 days') AS INTEGER)   WRONG:   WHERE last_post_at >= date('now', '-30 days')  -- date() returns a string; comparison always fails   Sites updated in last 30 days: SELECT name FROM sites WHERE last_post_at >= CAST(strftime('%s', 'now', '-30 days') AS INTEGER)   Sites not updated in 90 days:  SELECT name FROM sites WHERE last_post_at < CAST(strftime('%s', 'now', '-90 days') AS INTEGER) OR last_post_at IS NULL  Role query patterns (roles is a JSON array, use LIKE for filtering):   Admins on multiple sites: SELECT email, COUNT(DISTINCT site_id) as sites FROM users WHERE roles LIKE '%administrator%' GROUP BY email HAVING sites > 1 ORDER BY sites DESC   Role counts: SELECT roles, COUNT(*) as n FROM users GROUP BY roles ORDER BY n DESC  Only SELECT statements are allowed. No semicolons, no CTEs (WITH ... SELECT).",47% of all dev usage; the fleet question-answerer
1,169,fleet_overview,fleet,1,36,593,"Adaptive fleet overview — covers ALL WordPress sites you manage through Nexus AI. Detects your fleet type from the data layer (no auth required): if no WP Engine installs are in the database, local sites ARE your complete fleet. If WPE installs exist, returns combined local + WPE summary. Use as the canonical answer to ""tell me about my fleet"" or ""fleet overview"" questions. Reads from graph.db and local twin cache — no live API calls.",fleet visibility (JTBD 5/6)
2,170,nexus_fleet_list,fleet,1,3,872,"List WP Engine installs grouped by site, each with its environment, any attached local sandbox, and the provenance (level and age) of the data behind it. Install-grain and WPE-only — use it before acting on a specific install so you know how current the information is. For an open-ended ""tell me about my fleet"" question use fleet_overview instead. Output is capped; narrow it with site, environment, or limit.",
3,171,nexus_link_site,nexus,2,1,655,"Link a local site to a WP Engine install as its sandbox. Use when automatic resolution failed — a renamed install, a restored backup, or a cloned site. The install must already be known to Nexus; its name is read from the install id, not supplied. A link made this way is authoritative and will never be overwritten by automatic resolution. Get install ids from nexus_fleet_list.",
3,172,nexus_unlink_site,nexus,2,0,292,Remove the link between a local site and its WP Engine install. Automatic resolution will be free to run again for this site.,
